Time(dd/mm/yyyy),Carbon dioxide(ppm),Temperature(°C),Relative humidity(%),Atmospheric pressure(hPa)
04/04/2023 9:06:24 PM,"494","22.3","28","827.1"
04/04/2023 9:07:24 PM,"494","22.3","28","827.1"
04/04/2023 9:07:50 PM,"494","22.3","28","827.1"
04/04/2023 9:08:24 PM,"492","22.2","28","827.2"
04/04/2023 9:09:24 PM,"492","22.2","28","827.2"
04/04/2023 9:11:24 PM,"492","22.2","28","827.2"
04/04/2023 9:12:24 PM,"492","22.2","28","827.2"
04/04/2023 9:12:50 PM,"492","22.2","28","827.2"
04/04/2023 9:13:24 PM,"477","22.2","28","827.3"
04/04/2023 9:14:24 PM,"477","22.2","28","827.3"
04/04/2023 9:16:24 PM,"477","22.2","28","827.3"
04/04/2023 9:17:24 PM,"477","22.2","28","827.3"
04/04/2023 9:17:50 PM,"477","22.2","28","827.3"
04/04/2023 9:18:24 PM,"487","22.2","28","827.3"
04/04/2023 9:19:24 PM,"487","22.2","28","827.3"
04/04/2023 9:21:24 PM,"487","22.2","28","827.3"
04/04/2023 9:22:24 PM,"487","22.2","28","827.3"
04/04/2023 9:22:50 PM,"487","22.2","28","827.3"
04/04/2023 9:23:24 PM,"488","22.2","28","827.4"
04/04/2023 9:24:24 PM,"488","22.2","28","827.4"
04/04/2023 9:26:24 PM,"488","22.2","28","827.4"
04/04/2023 9:27:24 PM,"488","22.2","28","827.4"
04/04/2023 9:27:50 PM,"488","22.2","28","827.4"
04/04/2023 9:28:24 PM,"473","22.2","28","827.5"
04/04/2023 9:29:24 PM,"473","22.2","28","827.5"
04/04/2023 9:31:24 PM,"473","22.2","28","827.5"
04/04/2023 9:32:24 PM,"473","22.2","28","827.5"
04/04/2023 9:32:50 PM,"473","22.2","28","827.5"
04/04/2023 9:33:24 PM,"487","22.2","28","827.5"
04/04/2023 9:34:24 PM,"487","22.2","28","827.5"
04/04/2023 9:36:24 PM,"487","22.2","28","827.5"
04/04/2023 9:37:24 PM,"487","22.2","28","827.5"
04/04/2023 9:37:50 PM,"487","22.2","28","827.5"
04/04/2023 9:38:24 PM,"478","22.2","28","827.6"
04/04/2023 9:39:24 PM,"478","22.2","28","827.6"
04/04/2023 9:41:24 PM,"478","22.2","28","827.6"
04/04/2023 9:42:24 PM,"478","22.2","28","827.6"
04/04/2023 9:42:50 PM,"478","22.2","28","827.6"
04/04/2023 9:43:24 PM,"492","22.2","28","827.6"
04/04/2023 9:44:24 PM,"492","22.2","28","827.6"
04/04/2023 9:46:24 PM,"492","22.2","28","827.6"
04/04/2023 9:47:24 PM,"492","22.2","28","827.6"
04/04/2023 9:47:50 PM,"492","22.2","28","827.6"
04/04/2023 9:48:24 PM,"474","22.2","28","827.7"
04/04/2023 9:49:24 PM,"474","22.2","28","827.7"
04/04/2023 9:51:24 PM,"474","22.2","28","827.7"
04/04/2023 9:52:24 PM,"474","22.2","28","827.7"
04/04/2023 9:52:50 PM,"474","22.2","28","827.7"
04/04/2023 9:53:24 PM,"478","22.2","28","827.7"
04/04/2023 9:54:24 PM,"478","22.2","28","827.7"
04/04/2023 9:56:24 PM,"478","22.2","28","827.7"
04/04/2023 9:57:24 PM,"478","22.2","28","827.7"
04/04/2023 9:57:50 PM,"478","22.2","28","827.7"
04/04/2023 9:58:24 PM,"495","22.1","28","827.6"
04/04/2023 9:59:24 PM,"495","22.1","28","827.6"
04/04/2023 10:01:24 PM,"495","22.1","28","827.6"
04/04/2023 10:02:24 PM,"495","22.1","28","827.6"
04/04/2023 10:02:50 PM,"495","22.1","28","827.6"
04/04/2023 10:03:24 PM,"481","22.2","28","827.8"
04/04/2023 10:04:24 PM,"481","22.2","28","827.8"
04/04/2023 10:06:24 PM,"481","22.2","28","827.8"
04/04/2023 10:07:24 PM,"481","22.2","28","827.8"
04/04/2023 10:07:50 PM,"481","22.2","28","827.8"
04/04/2023 10:08:24 PM,"494","22.2","28","827.8"
04/04/2023 10:09:24 PM,"494","22.2","28","827.8"
04/04/2023 10:11:24 PM,"494","22.2","28","827.8"
04/04/2023 10:12:24 PM,"494","22.2","28","827.8"
04/04/2023 10:12:50 PM,"494","22.2","28","827.8"
04/04/2023 10:13:24 PM,"482","22.1","28","827.9"
04/04/2023 10:14:24 PM,"482","22.1","28","827.9"
04/04/2023 10:16:24 PM,"482","22.1","28","827.9"
04/04/2023 10:17:24 PM,"482","22.1","28","827.9"
04/04/2023 10:17:50 PM,"482","22.1","28","827.9"
04/04/2023 10:18:24 PM,"475","22.1","28","827.8"
04/04/2023 10:19:24 PM,"475","22.1","28","827.8"
04/04/2023 10:21:24 PM,"475","22.1","28","827.8"
04/04/2023 10:22:24 PM,"475","22.1","28","827.8"
04/04/2023 10:22:50 PM,"475","22.1","28","827.8"
04/04/2023 10:23:24 PM,"478","22.1","28","827.9"
04/04/2023 10:24:24 PM,"478","22.1","28","827.9"
04/04/2023 10:26:24 PM,"478","22.1","28","827.9"
04/04/2023 10:27:24 PM,"478","22.1","28","827.9"
04/04/2023 10:27:50 PM,"478","22.1","28","827.9"
04/04/2023 10:28:24 PM,"486","22.1","28","828.0"
04/04/2023 10:29:24 PM,"486","22.1","28","828.0"
04/04/2023 10:31:24 PM,"486","22.1","28","828.0"
04/04/2023 10:32:24 PM,"486","22.1","28","828.0"
04/04/2023 10:32:50 PM,"486","22.1","28","828.0"
04/04/2023 10:33:24 PM,"480","22.1","28","828.1"
04/04/2023 10:34:24 PM,"480","22.1","28","828.1"
04/04/2023 10:36:24 PM,"480","22.1","28","828.1"
04/04/2023 10:37:24 PM,"480","22.1","28","828.1"
04/04/2023 10:37:50 PM,"480","22.1","28","828.1"
04/04/2023 10:38:24 PM,"460","22.1","28","828.0"
04/04/2023 10:39:24 PM,"460","22.1","28","828.0"
04/04/2023 10:41:24 PM,"460","22.1","28","828.0"
04/04/2023 10:42:24 PM,"460","22.1","28","828.0"
04/04/2023 10:42:50 PM,"460","22.1","28","828.0"
04/04/2023 10:43:24 PM,"489","22.1","28","828.1"
04/04/2023 10:44:24 PM,"489","22.1","28","828.1"
04/04/2023 10:46:24 PM,"489","22.1","28","828.1"
04/04/2023 10:47:24 PM,"489","22.1","28","828.1"
04/04/2023 10:47:50 PM,"489","22.1","28","828.1"
04/04/2023 10:48:24 PM,"478","22.1","28","828.1"
04/04/2023 10:49:24 PM,"478","22.1","28","828.1"
04/04/2023 10:51:24 PM,"478","22.1","28","828.1"
04/04/2023 10:52:24 PM,"478","22.1","28","828.1"
04/04/2023 10:52:50 PM,"478","22.1","28","828.1"
04/04/2023 10:53:24 PM,"476","22.1","28","828.1"
04/04/2023 10:54:24 PM,"476","22.1","28","828.1"
04/04/2023 10:56:24 PM,"476","22.1","28","828.1"
04/04/2023 10:57:24 PM,"476","22.1","28","828.1"
04/04/2023 10:57:50 PM,"476","22.1","28","828.1"
04/04/2023 10:58:24 PM,"490","22.1","28","828.2"
04/04/2023 10:59:24 PM,"490","22.1","28","828.2"
04/04/2023 11:01:24 PM,"490","22.1","28","828.2"
04/04/2023 11:02:24 PM,"490","22.1","28","828.2"
04/04/2023 11:02:50 PM,"490","22.1","28","828.2"
04/04/2023 11:03:24 PM,"478","22.1","28","828.2"
04/04/2023 11:04:24 PM,"478","22.1","28","828.2"
04/04/2023 11:06:24 PM,"478","22.1","28","828.2"
04/04/2023 11:07:24 PM,"478","22.1","28","828.2"
04/04/2023 11:07:50 PM,"478","22.1","28","828.2"
04/04/2023 11:08:24 PM,"478","22.1","28","828.2"
04/04/2023 11:09:24 PM,"478","22.1","28","828.2"
04/04/2023 11:11:24 PM,"478","22.1","28","828.2"
04/04/2023 11:12:24 PM,"478","22.1","28","828.2"
04/04/2023 11:12:50 PM,"478","22.1","28","828.2"
04/04/2023 11:13:24 PM,"497","22.1","28","828.3"
04/04/2023 11:14:24 PM,"497","22.1","28","828.3"
04/04/2023 11:16:24 PM,"497","22.1","28","828.3"
04/04/2023 11:17:24 PM,"497","22.1","28","828.3"
04/04/2023 11:17:50 PM,"497","22.1","28","828.3"
04/04/2023 11:18:24 PM,"494","22.1","28","828.3"
04/04/2023 11:19:24 PM,"494","22.1","28","828.3"
04/04/2023 11:21:24 PM,"494","22.1","28","828.3"
04/04/2023 11:22:24 PM,"494","22.1","28","828.3"
04/04/2023 11:22:50 PM,"494","22.1","28","828.3"
04/04/2023 11:23:24 PM,"479","22.1","28","828.3"
04/04/2023 11:24:24 PM,"479","22.1","28","828.3"
04/04/2023 11:26:24 PM,"479","22.1","28","828.3"
04/04/2023 11:27:24 PM,"479","22.1","28","828.3"
04/04/2023 11:27:50 PM,"479","22.1","28","828.3"
04/04/2023 11:28:24 PM,"482","22.1","28","828.3"
04/04/2023 11:29:24 PM,"482","22.1","28","828.3"
04/04/2023 11:31:24 PM,"482","22.1","28","828.3"
04/04/2023 11:32:24 PM,"482","22.1","28","828.3"
04/04/2023 11:32:50 PM,"482","22.1","28","828.3"
04/04/2023 11:33:24 PM,"491","22.1","29","828.3"
04/04/2023 11:34:24 PM,"491","22.1","29","828.3"
04/04/2023 11:36:24 PM,"491","22.1","29","828.3"
04/04/2023 11:37:24 PM,"491","22.1","29","828.3"
04/04/2023 11:37:50 PM,"491","22.1","29","828.3"
04/04/2023 11:38:24 PM,"473","22.2","29","828.3"
04/04/2023 11:39:24 PM,"473","22.2","29","828.3"
04/04/2023 11:41:24 PM,"473","22.2","29","828.3"
04/04/2023 11:42:24 PM,"473","22.2","29","828.3"
04/04/2023 11:42:50 PM,"473","22.2","29","828.3"
04/04/2023 11:43:24 PM,"482","22.1","29","828.4"
04/04/2023 11:44:24 PM,"482","22.1","29","828.4"
04/04/2023 11:46:24 PM,"482","22.1","29","828.4"
04/04/2023 11:47:24 PM,"482","22.1","29","828.4"
04/04/2023 11:47:50 PM,"482","22.1","29","828.4"
04/04/2023 11:48:24 PM,"487","22.1","29","828.3"
04/04/2023 11:49:24 PM,"487","22.1","29","828.3"
04/04/2023 11:51:24 PM,"487","22.1","29","828.3"
04/04/2023 11:52:24 PM,"487","22.1","29","828.3"
04/04/2023 11:52:50 PM,"487","22.1","29","828.3"
04/04/2023 11:53:24 PM,"476","22.2","29","828.3"
04/04/2023 11:54:24 PM,"476","22.2","29","828.3"
04/04/2023 11:56:24 PM,"476","22.2","29","828.3"
04/04/2023 11:57:24 PM,"476","22.2","29","828.3"
04/04/2023 11:57:50 PM,"476","22.2","29","828.3"
04/04/2023 11:58:24 PM,"478","22.1","29","828.3"
04/04/2023 11:59:24 PM,"478","22.1","29","828.3"
05/04/2023 12:01:24 AM,"478","22.1","29","828.3"
05/04/2023 12:02:24 AM,"478","22.1","29","828.3"
05/04/2023 12:02:50 AM,"478","22.1","29","828.3"
05/04/2023 12:03:24 AM,"479","22.2","29","828.4"
05/04/2023 12:04:24 AM,"479","22.2","29","828.4"
05/04/2023 12:06:24 AM,"479","22.2","29","828.4"
05/04/2023 12:07:24 AM,"479","22.2","29","828.4"
05/04/2023 12:07:50 AM,"479","22.2","29","828.4"
05/04/2023 12:08:24 AM,"479","22.2","29","828.4"
05/04/2023 12:09:24 AM,"479","22.2","29","828.4"
05/04/2023 12:11:24 AM,"479","22.2","29","828.4"
05/04/2023 12:12:24 AM,"479","22.2","29","828.4"
05/04/2023 12:12:50 AM,"479","22.2","29","828.4"
05/04/2023 12:13:24 AM,"475","22.2","29","828.5"
05/04/2023 12:14:24 AM,"475","22.2","29","828.5"
05/04/2023 12:16:24 AM,"475","22.2","29","828.5"
05/04/2023 12:17:24 AM,"475","22.2","29","828.5"
05/04/2023 12:17:50 AM,"475","22.2","29","828.5"
05/04/2023 12:18:24 AM,"479","22.1","29","828.5"
05/04/2023 12:19:24 AM,"479","22.1","29","828.5"
05/04/2023 12:21:24 AM,"479","22.1","29","828.5"
05/04/2023 12:22:24 AM,"479","22.1","29","828.5"
05/04/2023 12:22:50 AM,"479","22.1","29","828.5"
05/04/2023 12:23:24 AM,"475","22.2","29","828.5"
05/04/2023 12:24:24 AM,"475","22.2","29","828.5"
05/04/2023 12:26:24 AM,"475","22.2","29","828.5"
05/04/2023 12:27:24 AM,"475","22.2","29","828.5"
05/04/2023 12:27:50 AM,"475","22.2","29","828.5"
05/04/2023 12:28:24 AM,"475","22.1","29","828.6"
05/04/2023 12:29:24 AM,"475","22.1","29","828.6"
05/04/2023 12:31:24 AM,"475","22.1","29","828.6"
05/04/2023 12:32:24 AM,"475","22.1","29","828.6"
05/04/2023 12:32:50 AM,"475","22.1","29","828.6"
05/04/2023 12:33:24 AM,"473","22.2","29","828.6"
05/04/2023 12:34:24 AM,"473","22.2","29","828.6"
05/04/2023 12:36:24 AM,"473","22.2","29","828.6"
05/04/2023 12:37:24 AM,"473","22.2","29","828.6"
05/04/2023 12:37:50 AM,"473","22.2","29","828.6"
05/04/2023 12:38:24 AM,"480","22.2","29","828.6"
05/04/2023 12:39:24 AM,"480","22.2","29","828.6"
05/04/2023 12:41:24 AM,"480","22.2","29","828.6"
05/04/2023 12:42:24 AM,"480","22.2","29","828.6"
05/04/2023 12:42:50 AM,"480","22.2","29","828.6"
05/04/2023 12:43:24 AM,"481","22.2","29","828.7"
05/04/2023 12:44:24 AM,"481","22.2","29","828.7"
05/04/2023 12:46:24 AM,"481","22.2","29","828.7"
05/04/2023 12:47:24 AM,"481","22.2","29","828.7"
05/04/2023 12:47:50 AM,"481","22.2","29","828.7"
05/04/2023 12:48:24 AM,"479","22.2","29","828.7"
05/04/2023 12:49:24 AM,"479","22.2","29","828.7"
05/04/2023 12:51:24 AM,"479","22.2","29","828.7"
05/04/2023 12:52:24 AM,"479","22.2","29","828.7"
05/04/2023 12:52:50 AM,"479","22.2","29","828.7"
05/04/2023 12:53:24 AM,"470","22.1","29","828.8"
05/04/2023 12:54:24 AM,"470","22.1","29","828.8"
05/04/2023 12:56:24 AM,"470","22.1","29","828.8"
05/04/2023 12:57:24 AM,"470","22.1","29","828.8"
05/04/2023 12:57:50 AM,"470","22.1","29","828.8"
05/04/2023 12:58:24 AM,"480","22.2","29","828.7"
05/04/2023 12:59:24 AM,"480","22.2","29","828.7"
05/04/2023 1:01:24 AM,"480","22.2","29","828.7"
05/04/2023 1:02:24 AM,"480","22.2","29","828.7"
05/04/2023 1:02:50 AM,"480","22.2","29","828.7"
05/04/2023 1:03:24 AM,"457","22.1","29","828.7"
05/04/2023 1:04:24 AM,"457","22.1","29","828.7"
05/04/2023 1:06:24 AM,"457","22.1","29","828.7"
05/04/2023 1:07:24 AM,"457","22.1","29","828.7"
05/04/2023 1:07:50 AM,"457","22.1","29","828.7"
05/04/2023 1:08:24 AM,"474","22.1","29","828.7"
05/04/2023 1:09:24 AM,"474","22.1","29","828.7"
05/04/2023 1:11:24 AM,"474","22.1","29","828.7"
05/04/2023 1:12:24 AM,"474","22.1","29","828.7"
05/04/2023 1:12:50 AM,"474","22.1","29","828.7"
05/04/2023 1:13:24 AM,"465","22.1","29","828.7"
05/04/2023 1:14:24 AM,"465","22.1","29","828.7"
05/04/2023 1:16:24 AM,"465","22.1","29","828.7"
05/04/2023 1:17:24 AM,"465","22.1","29","828.7"
05/04/2023 1:17:50 AM,"465","22.1","29","828.7"
05/04/2023 1:18:24 AM,"473","22.1","29","828.6"
05/04/2023 1:19:24 AM,"473","22.1","29","828.6"
05/04/2023 1:21:24 AM,"473","22.1","29","828.6"
05/04/2023 1:22:24 AM,"473","22.1","29","828.6"
05/04/2023 1:22:50 AM,"473","22.1","29","828.6"
05/04/2023 1:23:24 AM,"468","22.1","29","828.6"
05/04/2023 1:24:24 AM,"468","22.1","29","828.6"
05/04/2023 1:26:24 AM,"468","22.1","29","828.6"
05/04/2023 1:27:24 AM,"468","22.1","29","828.6"
05/04/2023 1:27:50 AM,"468","22.1","29","828.6"
05/04/2023 1:28:24 AM,"471","22.1","29","828.5"
05/04/2023 1:29:24 AM,"471","22.1","29","828.5"
05/04/2023 1:31:24 AM,"471","22.1","29","828.5"
05/04/2023 1:32:24 AM,"471","22.1","29","828.5"
05/04/2023 1:32:50 AM,"471","22.1","29","828.5"
05/04/2023 1:33:24 AM,"476","22.1","29","828.5"
05/04/2023 1:34:24 AM,"476","22.1","29","828.5"
05/04/2023 1:36:24 AM,"476","22.1","29","828.5"
05/04/2023 1:37:24 AM,"476","22.1","29","828.5"
05/04/2023 1:37:50 AM,"476","22.1","29","828.5"
05/04/2023 1:38:24 AM,"466","22.1","29","828.5"
05/04/2023 1:39:24 AM,"466","22.1","29","828.5"
05/04/2023 1:41:24 AM,"466","22.1","29","828.5"
05/04/2023 1:42:24 AM,"466","22.1","29","828.5"
05/04/2023 1:42:50 AM,"466","22.1","29","828.5"
05/04/2023 1:43:24 AM,"460","22.1","29","828.5"
05/04/2023 1:44:24 AM,"460","22.1","29","828.5"
05/04/2023 1:46:24 AM,"460","22.1","29","828.5"
05/04/2023 1:47:24 AM,"460","22.1","29","828.5"
05/04/2023 1:47:50 AM,"460","22.1","29","828.5"
05/04/2023 1:48:24 AM,"479","22.1","29","828.5"
05/04/2023 1:49:24 AM,"479","22.1","29","828.5"
05/04/2023 1:51:24 AM,"479","22.1","29","828.5"
05/04/2023 1:52:24 AM,"479","22.1","29","828.5"
05/04/2023 1:52:50 AM,"479","22.1","29","828.5"
05/04/2023 1:53:24 AM,"483","22.1","29","828.5"
05/04/2023 1:54:24 AM,"483","22.1","29","828.5"
05/04/2023 1:56:24 AM,"483","22.1","29","828.5"
05/04/2023 1:57:24 AM,"483","22.1","29","828.5"
05/04/2023 1:57:50 AM,"483","22.1","29","828.5"
05/04/2023 1:58:24 AM,"475","22.1","29","828.5"
05/04/2023 1:59:24 AM,"475","22.1","29","828.5"
05/04/2023 2:01:24 AM,"475","22.1","29","828.5"
05/04/2023 2:02:24 AM,"475","22.1","29","828.5"
05/04/2023 2:02:50 AM,"475","22.1","29","828.5"
05/04/2023 2:03:24 AM,"480","22.1","29","828.5"
05/04/2023 2:04:24 AM,"480","22.1","29","828.5"
05/04/2023 2:06:24 AM,"480","22.1","29","828.5"
05/04/2023 2:07:24 AM,"480","22.1","29","828.5"
05/04/2023 2:07:50 AM,"480","22.1","29","828.5"
05/04/2023 2:08:24 AM,"483","22.1","29","828.6"
05/04/2023 2:09:24 AM,"483","22.1","29","828.6"
05/04/2023 2:11:24 AM,"483","22.1","29","828.6"
05/04/2023 2:12:24 AM,"483","22.1","29","828.6"
05/04/2023 2:12:50 AM,"483","22.1","29","828.6"
05/04/2023 2:13:24 AM,"473","22.1","29","828.7"
05/04/2023 2:14:24 AM,"473","22.1","29","828.7"
05/04/2023 2:16:24 AM,"473","22.1","29","828.7"
05/04/2023 2:17:24 AM,"473","22.1","29","828.7"
05/04/2023 2:17:50 AM,"473","22.1","29","828.7"
05/04/2023 2:18:24 AM,"478","22.1","29","828.8"
05/04/2023 2:19:24 AM,"478","22.1","29","828.8"
05/04/2023 2:21:24 AM,"478","22.1","29","828.8"
05/04/2023 2:22:24 AM,"478","22.1","29","828.8"
05/04/2023 2:22:50 AM,"478","22.1","29","828.8"
05/04/2023 2:23:24 AM,"485","22.1","29","828.8"
05/04/2023 2:24:24 AM,"485","22.1","29","828.8"
05/04/2023 2:26:24 AM,"485","22.1","29","828.8"
05/04/2023 2:27:24 AM,"485","22.1","29","828.8"
05/04/2023 2:27:50 AM,"485","22.1","29","828.8"
05/04/2023 2:28:24 AM,"487","22.1","29","828.9"
05/04/2023 2:29:24 AM,"487","22.1","29","828.9"
05/04/2023 2:31:24 AM,"487","22.1","29","828.9"
05/04/2023 2:32:24 AM,"487","22.1","29","828.9"
05/04/2023 2:32:50 AM,"487","22.1","29","828.9"
05/04/2023 2:33:24 AM,"485","22.1","29","829.0"
05/04/2023 2:34:24 AM,"485","22.1","29","829.0"
05/04/2023 2:36:24 AM,"485","22.1","29","829.0"
05/04/2023 2:37:24 AM,"485","22.1","29","829.0"
05/04/2023 2:37:50 AM,"485","22.1","29","829.0"
05/04/2023 2:38:24 AM,"485","22.1","29","829.0"
05/04/2023 2:39:24 AM,"485","22.1","29","829.0"
05/04/2023 2:41:24 AM,"485","22.1","29","829.0"
05/04/2023 2:42:24 AM,"485","22.1","29","829.0"
05/04/2023 2:42:50 AM,"485","22.1","29","829.0"
05/04/2023 2:43:24 AM,"482","22.1","29","829.1"
05/04/2023 2:44:24 AM,"482","22.1","29","829.1"
05/04/2023 2:46:24 AM,"482","22.1","29","829.1"
05/04/2023 2:47:24 AM,"482","22.1","29","829.1"
05/04/2023 2:47:50 AM,"482","22.1","29","829.1"
05/04/2023 2:48:24 AM,"486","22.1","29","829.2"
05/04/2023 2:49:24 AM,"486","22.1","29","829.2"
05/04/2023 2:51:24 AM,"486","22.1","29","829.2"
05/04/2023 2:52:24 AM,"486","22.1","29","829.2"
05/04/2023 2:52:50 AM,"486","22.1","29","829.2"
05/04/2023 2:53:24 AM,"488","22.1","29","829.2"
05/04/2023 2:54:24 AM,"488","22.1","29","829.2"
05/04/2023 2:56:24 AM,"488","22.1","29","829.2"
05/04/2023 2:57:24 AM,"488","22.1","29","829.2"
05/04/2023 2:57:50 AM,"488","22.1","29","829.2"
05/04/2023 2:58:24 AM,"474","22.1","29","829.2"
05/04/2023 2:59:24 AM,"474","22.1","29","829.2"
05/04/2023 3:01:24 AM,"474","22.1","29","829.2"
05/04/2023 3:02:24 AM,"474","22.1","29","829.2"
05/04/2023 3:02:50 AM,"474","22.1","29","829.2"
05/04/2023 3:03:24 AM,"470","22.1","29","829.3"
05/04/2023 3:04:24 AM,"470","22.1","29","829.3"
05/04/2023 3:06:24 AM,"470","22.1","29","829.3"
05/04/2023 3:07:24 AM,"470","22.1","29","829.3"
05/04/2023 3:07:50 AM,"470","22.1","29","829.3"
05/04/2023 3:08:24 AM,"474","22.1","29","829.4"
05/04/2023 3:09:24 AM,"474","22.1","29","829.4"
05/04/2023 3:11:24 AM,"474","22.1","29","829.4"
05/04/2023 3:12:24 AM,"474","22.1","29","829.4"
05/04/2023 3:12:50 AM,"474","22.1","29","829.4"
05/04/2023 3:13:24 AM,"475","22.1","29","829.5"
05/04/2023 3:14:24 AM,"475","22.1","29","829.5"
05/04/2023 3:16:24 AM,"475","22.1","29","829.5"
05/04/2023 3:17:24 AM,"475","22.1","29","829.5"
05/04/2023 3:17:50 AM,"475","22.1","29","829.5"
05/04/2023 3:18:24 AM,"487","22.1","29","829.5"
05/04/2023 3:19:24 AM,"487","22.1","29","829.5"
05/04/2023 3:21:24 AM,"487","22.1","29","829.5"
05/04/2023 3:22:24 AM,"487","22.1","29","829.5"
05/04/2023 3:22:50 AM,"487","22.1","29","829.5"
05/04/2023 3:23:24 AM,"483","22.1","29","829.5"
05/04/2023 3:24:24 AM,"483","22.1","29","829.5"
05/04/2023 3:26:24 AM,"483","22.1","29","829.5"
05/04/2023 3:27:24 AM,"483","22.1","29","829.5"
05/04/2023 3:27:50 AM,"483","22.1","29","829.5"
05/04/2023 3:28:24 AM,"482","22.1","29","829.6"
05/04/2023 3:29:24 AM,"482","22.1","29","829.6"
05/04/2023 3:31:24 AM,"482","22.1","29","829.6"
05/04/2023 3:32:24 AM,"482","22.1","29","829.6"
05/04/2023 3:32:50 AM,"482","22.1","29","829.6"
05/04/2023 3:33:24 AM,"485","22.1","29","829.6"
05/04/2023 3:34:24 AM,"485","22.1","29","829.6"
05/04/2023 3:36:24 AM,"485","22.1","29","829.6"
05/04/2023 3:37:24 AM,"485","22.1","29","829.6"
05/04/2023 3:37:50 AM,"485","22.1","29","829.6"
05/04/2023 3:38:24 AM,"483","22.1","29","829.6"
05/04/2023 3:39:24 AM,"483","22.1","29","829.6"
05/04/2023 3:41:24 AM,"483","22.1","29","829.6"
05/04/2023 3:42:24 AM,"483","22.1","29","829.6"
05/04/2023 3:42:50 AM,"483","22.1","29","829.6"
05/04/2023 3:43:24 AM,"489","22.1","29","829.7"
05/04/2023 3:44:24 AM,"489","22.1","29","829.7"
05/04/2023 3:46:24 AM,"489","22.1","29","829.7"
05/04/2023 3:47:24 AM,"489","22.1","29","829.7"
05/04/2023 3:47:50 AM,"489","22.1","29","829.7"
05/04/2023 3:48:24 AM,"485","22.1","29","829.6"
05/04/2023 3:49:24 AM,"485","22.1","29","829.6"
05/04/2023 3:51:24 AM,"485","22.1","29","829.6"
05/04/2023 3:52:24 AM,"485","22.1","29","829.6"
05/04/2023 3:52:50 AM,"485","22.1","29","829.6"
05/04/2023 3:53:24 AM,"482","22.1","29","829.6"
05/04/2023 3:54:24 AM,"482","22.1","29","829.6"
05/04/2023 3:56:24 AM,"482","22.1","29","829.6"
05/04/2023 3:57:24 AM,"482","22.1","29","829.6"
05/04/2023 3:57:50 AM,"482","22.1","29","829.6"
05/04/2023 3:58:24 AM,"478","22.1","29","829.7"
05/04/2023 3:59:24 AM,"478","22.1","29","829.7"
05/04/2023 4:01:24 AM,"478","22.1","29","829.7"
05/04/2023 4:02:24 AM,"478","22.1","29","829.7"
05/04/2023 4:02:50 AM,"478","22.1","29","829.7"
05/04/2023 4:03:24 AM,"494","22.1","29","829.7"
05/04/2023 4:04:24 AM,"494","22.1","29","829.7"
05/04/2023 4:06:24 AM,"494","22.1","29","829.7"
05/04/2023 4:07:24 AM,"494","22.1","29","829.7"
05/04/2023 4:07:50 AM,"494","22.1","29","829.7"
05/04/2023 4:08:24 AM,"493","22.1","29","829.8"
05/04/2023 4:09:24 AM,"493","22.1","29","829.8"
05/04/2023 4:11:24 AM,"493","22.1","29","829.8"
05/04/2023 4:12:24 AM,"493","22.1","29","829.8"
05/04/2023 4:12:50 AM,"493","22.1","29","829.8"
05/04/2023 4:13:24 AM,"490","22.0","29","829.8"
05/04/2023 4:14:24 AM,"490","22.0","29","829.8"
05/04/2023 4:16:24 AM,"490","22.0","29","829.8"
05/04/2023 4:17:24 AM,"490","22.0","29","829.8"
05/04/2023 4:17:50 AM,"490","22.0","29","829.8"
05/04/2023 4:18:24 AM,"471","22.0","29","829.9"
05/04/2023 4:19:24 AM,"471","22.0","29","829.9"
05/04/2023 4:21:24 AM,"471","22.0","29","829.9"
05/04/2023 4:22:24 AM,"471","22.0","29","829.9"
05/04/2023 4:22:50 AM,"471","22.0","29","829.9"
05/04/2023 4:23:24 AM,"486","22.0","29","829.9"
05/04/2023 4:24:24 AM,"486","22.0","29","829.9"
05/04/2023 4:26:24 AM,"486","22.0","29","829.9"
05/04/2023 4:27:24 AM,"486","22.0","29","829.9"
05/04/2023 4:27:50 AM,"486","22.0","29","829.9"
05/04/2023 4:28:24 AM,"478","22.0","29","829.9"
05/04/2023 4:29:24 AM,"478","22.0","29","829.9"
05/04/2023 4:31:24 AM,"478","22.0","29","829.9"
05/04/2023 4:32:24 AM,"478","22.0","29","829.9"
05/04/2023 4:32:50 AM,"478","22.0","29","829.9"
05/04/2023 4:33:24 AM,"482","22.0","29","829.9"
05/04/2023 4:34:24 AM,"482","22.0","29","829.9"
05/04/2023 4:36:24 AM,"482","22.0","29","829.9"
05/04/2023 4:37:24 AM,"482","22.0","29","829.9"
05/04/2023 4:37:50 AM,"482","22.0","29","829.9"
05/04/2023 4:38:24 AM,"482","22.0","29","830.0"
05/04/2023 4:39:24 AM,"482","22.0","29","830.0"
05/04/2023 4:41:24 AM,"482","22.0","29","830.0"
05/04/2023 4:42:24 AM,"482","22.0","29","830.0"
05/04/2023 4:42:50 AM,"482","22.0","29","830.0"
05/04/2023 4:43:24 AM,"484","22.0","29","830.1"
05/04/2023 4:44:24 AM,"484","22.0","29","830.1"
05/04/2023 4:46:24 AM,"484","22.0","29","830.1"
05/04/2023 4:47:24 AM,"484","22.0","29","830.1"
05/04/2023 4:47:50 AM,"484","22.0","29","830.1"
05/04/2023 4:48:24 AM,"480","22.0","29","830.1"
